# color images
# file: 'rgbd_dataset_freiburg3_long_office_household.bag'
# timestamp filename
1341847998.986722 rgb/1341847998.986722.png
1341847999.018809 rgb/1341847999.018809.png
1341847999.054894 rgb/1341847999.054894.png
1341847999.086763 rgb/1341847999.086763.png
1341847999.122718 rgb/1341847999.122718.png
1341847999.154891 rgb/1341847999.154891.png
1341847999.186738 rgb/1341847999.186738.png
1341847999.222717 rgb/1341847999.222717.png
1341847999.254873 rgb/1341847999.254873.png
1341847999.290995 rgb/1341847999.290995.png
1341847999.322701 rgb/1341847999.322701.png
1341847999.354861 rgb/1341847999.354861.png
1341847999.390790 rgb/1341847999.390790.png
1341847999.423935 rgb/1341847999.423935.png
1341847999.454933 rgb/1341847999.454933.png
1341847999.490878 rgb/1341847999.490878.png
1341847999.522673 rgb/1341847999.522673.png
1341847999.558926 rgb/1341847999.558926.png
1341847999.590686 rgb/1341847999.590686.png
1341847999.622896 rgb/1341847999.622896.png
1341847999.658843 rgb/1341847999.658843.png
1341847999.691111 rgb/1341847999.691111.png
1341847999.722697 rgb/1341847999.722697.png
1341847999.758778 rgb/1341847999.758778.png
1341847999.791003 rgb/1341847999.791003.png
1341847999.826747 rgb/1341847999.826747.png
1341847999.858757 rgb/1341847999.858757.png
1341847999.897730 rgb/1341847999.897730.png
1341847999.927117 rgb/1341847999.927117.png
1341847999.958786 rgb/1341847999.958786.png
1341847999.990848 rgb/1341847999.990848.png
1341848000.026656 rgb/1341848000.026656.png
1341848000.058724 rgb/1341848000.058724.png
1341848000.094780 rgb/1341848000.094780.png
1341848000.126737 rgb/1341848000.126737.png
1341848000.158633 rgb/1341848000.158633.png
1341848000.194808 rgb/1341848000.194808.png
1341848000.227063 rgb/1341848000.227063.png
1341848000.266975 rgb/1341848000.266975.png
1341848000.295643 rgb/1341848000.295643.png
1341848000.327132 rgb/1341848000.327132.png
1341848000.362696 rgb/1341848000.362696.png
1341848000.394654 rgb/1341848000.394654.png
1341848000.426772 rgb/1341848000.426772.png
1341848000.462696 rgb/1341848000.462696.png
1341848000.494711 rgb/1341848000.494711.png
1341848000.530849 rgb/1341848000.530849.png
1341848000.562770 rgb/1341848000.562770.png
1341848000.594838 rgb/1341848000.594838.png
1341848000.630641 rgb/1341848000.630641.png
1341848000.662663 rgb/1341848000.662663.png
1341848000.695377 rgb/1341848000.695377.png
1341848000.730805 rgb/1341848000.730805.png
1341848000.762655 rgb/1341848000.762655.png
1341848000.798741 rgb/1341848000.798741.png
1341848000.830729 rgb/1341848000.830729.png
1341848000.862750 rgb/1341848000.862750.png
1341848000.898723 rgb/1341848000.898723.png
1341848000.930722 rgb/1341848000.930722.png
1341848000.963197 rgb/1341848000.963197.png
1341848000.998783 rgb/1341848000.998783.png
1341848001.030740 rgb/1341848001.030740.png
1341848001.067042 rgb/1341848001.067042.png
1341848001.098800 rgb/1341848001.098800.png
1341848001.130714 rgb/1341848001.130714.png
1341848001.205951 rgb/1341848001.205951.png
1341848001.233611 rgb/1341848001.233611.png
1341848001.266775 rgb/1341848001.266775.png
1341848001.299150 rgb/1341848001.299150.png
1341848001.334803 rgb/1341848001.334803.png
1341848001.366701 rgb/1341848001.366701.png
1341848001.399276 rgb/1341848001.399276.png
1341848001.434718 rgb/1341848001.434718.png
1341848001.466720 rgb/1341848001.466720.png
1341848001.502686 rgb/1341848001.502686.png
1341848001.534905 rgb/1341848001.534905.png
1341848001.567011 rgb/1341848001.567011.png
1341848001.602899 rgb/1341848001.602899.png
1341848001.634657 rgb/1341848001.634657.png
1341848001.666646 rgb/1341848001.666646.png
1341848001.702767 rgb/1341848001.702767.png
1341848001.734859 rgb/1341848001.734859.png
1341848001.770725 rgb/1341848001.770725.png
1341848001.802763 rgb/1341848001.802763.png
1341848001.834761 rgb/1341848001.834761.png
1341848001.870724 rgb/1341848001.870724.png
1341848001.902749 rgb/1341848001.902749.png
1341848001.934732 rgb/1341848001.934732.png
1341848001.970708 rgb/1341848001.970708.png
1341848002.002731 rgb/1341848002.002731.png
1341848002.038858 rgb/1341848002.038858.png
1341848002.070767 rgb/1341848002.070767.png
1341848002.102720 rgb/1341848002.102720.png
1341848002.138653 rgb/1341848002.138653.png
1341848002.171849 rgb/1341848002.171849.png
1341848002.202698 rgb/1341848002.202698.png
1341848002.238731 rgb/1341848002.238731.png
1341848002.270763 rgb/1341848002.270763.png
1341848002.306708 rgb/1341848002.306708.png
1341848002.338850 rgb/1341848002.338850.png
1341848002.370786 rgb/1341848002.370786.png
1341848002.406793 rgb/1341848002.406793.png
1341848002.438766 rgb/1341848002.438766.png
1341848002.474697 rgb/1341848002.474697.png
1341848002.506756 rgb/1341848002.506756.png
1341848002.538812 rgb/1341848002.538812.png
1341848002.574707 rgb/1341848002.574707.png
1341848002.606780 rgb/1341848002.606780.png
1341848002.639359 rgb/1341848002.639359.png
1341848002.674651 rgb/1341848002.674651.png
1341848002.713789 rgb/1341848002.713789.png
1341848002.742817 rgb/1341848002.742817.png
1341848002.774760 rgb/1341848002.774760.png
1341848002.806780 rgb/1341848002.806780.png
1341848002.842833 rgb/1341848002.842833.png
1341848002.875238 rgb/1341848002.875238.png
1341848002.906656 rgb/1341848002.906656.png
1341848002.943323 rgb/1341848002.943323.png
1341848002.974597 rgb/1341848002.974597.png
1341848003.010885 rgb/1341848003.010885.png
1341848003.042638 rgb/1341848003.042638.png
1341848003.074988 rgb/1341848003.074988.png
1341848003.110641 rgb/1341848003.110641.png
1341848003.142626 rgb/1341848003.142626.png
1341848003.175700 rgb/1341848003.175700.png
1341848003.210749 rgb/1341848003.210749.png
1341848003.242926 rgb/1341848003.242926.png
1341848003.278886 rgb/1341848003.278886.png
1341848003.310739 rgb/1341848003.310739.png
1341848003.342708 rgb/1341848003.342708.png
1341848003.378999 rgb/1341848003.378999.png
1341848003.410779 rgb/1341848003.410779.png
1341848003.442728 rgb/1341848003.442728.png
1341848003.478703 rgb/1341848003.478703.png
1341848003.510700 rgb/1341848003.510700.png
1341848003.546854 rgb/1341848003.546854.png
1341848003.578749 rgb/1341848003.578749.png
1341848003.617886 rgb/1341848003.617886.png
